date,sku,product_name,category,units_sold,promo_flag
2025-01-18,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,0,0
2025-01-19,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,19,0
2025-01-20,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,16,0
2025-01-21,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,15,0
2025-01-22,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,16,0
2025-01-23,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,14,0
2025-01-24,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,14,0
2025-01-25,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,20,0
2025-01-26,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,18,0
2025-01-27,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,13,0
2025-01-28,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,15,0
2025-01-29,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,17,0
2025-01-30,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,19,0
2025-01-31,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,17,0
2025-02-01,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,26,0
2025-02-02,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,21,0
2025-02-03,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,14,0
2025-02-04,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,12,0
2025-02-05,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,16,0
2025-02-06,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,13,0
2025-02-07,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,14,0
2025-02-08,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,18,0
2025-02-09,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,16,0
2025-02-10,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,14,0
2025-02-11,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,11,0
2025-02-12,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,14,0
2025-02-13,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,19,0
2025-02-14,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,14,0
2025-02-15,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,21,0
2025-02-16,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,17,0
2025-02-17,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,16,0
2025-02-18,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,14,0
2025-02-19,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,19,1
2025-02-20,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,15,0
2025-02-21,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,12,0
2025-02-22,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,18,0
2025-02-23,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,26,0
2025-02-24,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,24,0
2025-02-25,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,12,0
2025-02-26,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,15,0
2025-02-27,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,16,0
2025-02-28,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,15,0
2025-03-01,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,18,0
2025-03-02,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,33,0
2025-03-03,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,14,0
2025-03-04,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,11,0
2025-03-05,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,21,0
2025-03-06,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,27,1
2025-03-07,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,16,0
2025-03-08,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,15,0
2025-03-09,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,15,0
2025-03-10,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,20,0
2025-03-11,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,14,0
2025-03-12,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,14,0
2025-03-13,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,9,0
2025-03-14,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,14,0
2025-03-15,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,23,0
2025-03-16,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,20,0
2025-03-17,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,15,0
2025-03-18,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,12,0
2025-03-19,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,14,0
2025-03-20,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,14,0
2025-03-21,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,0,0
2025-03-22,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,19,0
2025-03-23,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,21,0
2025-03-24,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,17,0
2025-03-25,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,16,0
2025-03-26,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,15,0
2025-03-27,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,15,0
2025-03-28,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,12,0
2025-03-29,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,20,0
2025-03-30,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,22,0
2025-03-31,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,19,0
2025-04-01,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,19,0
2025-04-02,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,0,0
2025-04-03,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,14,0
2025-04-04,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,21,0
2025-04-05,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,25,0
2025-04-06,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,14,0
2025-04-07,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,14,0
2025-04-08,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,15,0
2025-04-09,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,16,0
2025-04-10,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,11,0
2025-04-11,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,13,0
2025-04-12,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,0,0
2025-04-13,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,0,1
2025-04-14,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,15,0
2025-04-15,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,13,0
2025-04-16,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,13,0
2025-04-17,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,12,0
2025-04-18,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,11,0
2025-04-19,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,20,0
2025-04-20,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,19,0
2025-04-21,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,14,0
2025-04-22,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,15,0
2025-04-23,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,12,0
2025-04-24,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,14,0
2025-04-25,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,0,0
2025-04-26,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,22,0
2025-04-27,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,15,0
2025-04-28,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,20,0
2025-04-29,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,0,0
2025-04-30,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,8,0
2025-05-01,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,11,0
2025-05-02,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,20,0
2025-05-03,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,20,0
2025-05-04,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,18,0
2025-05-05,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,15,0
2025-05-06,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,11,0
2025-05-07,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,16,0
2025-05-08,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,15,0
2025-05-09,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,0,0
2025-05-10,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,16,0
2025-05-11,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,17,0
2025-05-12,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,20,0
2025-05-13,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,19,0
2025-05-14,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,11,0
2025-05-15,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,17,0
2025-05-16,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,15,0
2025-05-17,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,23,0
2025-05-18,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,15,0
2025-05-19,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,22,0
2025-05-20,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,13,0
2025-05-21,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,14,0
2025-05-22,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,14,0
2025-05-23,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,8,0
2025-05-24,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,18,0
2025-05-25,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,13,0
2025-05-26,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,17,0
2025-05-27,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,12,0
2025-05-28,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,14,0
2025-05-29,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,16,0
2025-05-30,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,19,0
2025-05-31,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,25,0
2025-06-01,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,13,0
2025-06-02,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,19,0
2025-06-03,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,15,0
2025-06-04,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,12,0
2025-06-05,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,18,0
2025-06-06,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,23,0
2025-06-07,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,12,0
2025-06-08,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,21,0
2025-06-09,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,16,0
2025-06-10,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,13,0
2025-06-11,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,20,0
2025-06-12,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,11,0
2025-06-13,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,14,0
2025-06-14,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,14,0
2025-06-15,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,10,0
2025-06-16,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,19,0
2025-06-17,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,12,0
2025-06-18,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,14,0
2025-06-19,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,14,0
2025-06-20,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,16,0
2025-06-21,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,19,0
2025-06-22,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,21,0
2025-06-23,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,17,0
2025-06-24,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,11,0
2025-06-25,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,14,0
2025-06-26,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,20,0
2025-06-27,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,16,0
2025-06-28,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,0,0
2025-06-29,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,20,0
2025-06-30,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,15,0
2025-07-01,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,17,0
2025-07-02,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,16,0
2025-07-03,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,15,0
2025-07-04,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,15,0
2025-07-05,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,24,0
2025-07-06,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,18,0
2025-07-07,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,13,0
2025-07-08,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,22,1
2025-07-09,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,20,0
2025-07-10,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,11,0
2025-07-11,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,16,0
2025-07-12,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,0,0
2025-07-13,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,26,0
2025-07-14,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,14,0
2025-07-15,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,15,0
2025-07-16,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,15,0
2025-07-17,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,20,0
2025-07-18,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,12,0
2025-07-19,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,10,0
2025-07-20,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,14,0
2025-07-21,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,17,0
2025-07-22,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,12,0
2025-07-23,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,13,0
2025-07-24,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,14,0
2025-07-25,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,20,0
2025-07-26,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,12,0
2025-07-27,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,18,0
2025-07-28,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,16,0
2025-07-29,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,23,0
2025-07-30,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,0,1
2025-07-31,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,6,0
2025-08-01,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,16,0
2025-08-02,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,25,0
2025-08-03,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,21,0
2025-08-04,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,15,0
2025-08-05,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,17,0
2025-08-06,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,17,0
2025-08-07,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,0,0
2025-08-08,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,18,0
2025-08-09,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,0,0
2025-08-10,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,18,0
2025-08-11,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,21,0
2025-08-12,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,13,0
2025-08-13,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,9,0
2025-08-14,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,16,0
2025-08-15,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,22,0
2025-08-16,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,0,0
2025-08-17,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,22,0
2025-08-18,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,16,0
2025-08-19,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,12,0
2025-08-20,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,10,0
2025-08-21,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,9,0
2025-08-22,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,14,0
2025-08-23,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,21,0
2025-08-24,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,19,0
2025-08-25,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,14,0
2025-08-26,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,14,0
2025-08-27,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,13,0
2025-08-28,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,12,0
2025-08-29,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,14,0
2025-08-30,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,35,1
2025-08-31,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,18,0
2025-09-01,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,16,0
2025-09-02,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,14,0
2025-09-03,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,16,0
2025-09-04,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,17,0
2025-09-05,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,17,0
2025-09-06,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,18,0
2025-09-07,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,18,0
2025-09-08,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,14,0
2025-09-09,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,17,0
2025-09-10,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,0,0
2025-09-11,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,14,0
2025-09-12,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,14,0
2025-09-13,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,0,0
2025-09-14,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,0,0
2025-09-15,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,15,0
2025-09-16,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,0,0
2025-09-17,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,0,0
2025-09-18,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,17,0
2025-09-19,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,11,0
2025-09-20,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,18,0
2025-09-21,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,17,0
2025-09-22,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,11,0
2025-09-23,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,6,0
2025-09-24,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,10,0
2025-09-25,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,18,0
2025-09-26,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,10,0
2025-09-27,SCR-WD-300,"Wood Screws 3"" Box (100ct)",Fasteners,20,0
